home_form_wins_3,home_form_draws_3,home_form_losses_3,home_form_points_3,home_form_goals_scored_3,home_form_goals_conceded_3,home_form_goal_diff_3,home_form_avg_goals_3,home_form_avg_shots_3,home_form_avg_sot_3,home_form_wins_5,home_form_draws_5,home_form_losses_5,home_form_points_5,home_form_goals_scored_5,home_form_goals_conceded_5,home_form_goal_diff_5,home_form_avg_goals_5,home_form_avg_shots_5,home_form_avg_sot_5,home_form_wins_10,home_form_draws_10,home_form_losses_10,home_form_points_10,home_form_goals_scored_10,home_form_goals_conceded_10,home_form_goal_diff_10,home_form_avg_goals_10,home_form_avg_shots_10,home_form_avg_sot_10,away_form_wins_3,away_form_draws_3,away_form_losses_3,away_form_points_3,away_form_goals_scored_3,away_form_goals_conceded_3,away_form_goal_diff_3,away_form_avg_goals_3,away_form_avg_shots_3,away_form_avg_sot_3,away_form_wins_5,away_form_draws_5,away_form_losses_5,away_form_points_5,away_form_goals_scored_5,away_form_goals_conceded_5,away_form_goal_diff_5,away_form_avg_goals_5,away_form_avg_shots_5,away_form_avg_sot_5,away_form_wins_10,away_form_draws_10,away_form_losses_10,away_form_points_10,away_form_goals_scored_10,away_form_goals_conceded_10,away_form_goal_diff_10,away_form_avg_goals_10,away_form_avg_shots_10,away_form_avg_sot_10,home_team_home_perf_win_rate,home_team_home_perf_avg_goals,home_team_home_perf_avg_conceded,home_team_home_perf_avg_shots,home_team_home_perf_avg_sot,away_team_away_perf_win_rate,away_team_away_perf_avg_goals,away_team_away_perf_avg_conceded,away_team_away_perf_avg_shots,away_team_away_perf_avg_sot,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_home_goals,h2h_away_goals,h2h_goal_diff,h2h_avg_total_goals,h2h_home_scoring_rate,h2h_away_scoring_rate,h2h_avg_shots,h2h_avg_corners,h2h_home_dominance,home_atk_avg_goals,home_atk_avg_shots,home_atk_avg_sot,home_atk_avg_corners,home_def_avg_conceded,home_def_clean_sheet_rate,home_def_shots_faced,home_def_avg_fouls,home_def_avg_yellow,home_def_avg_red,home_disc_fouls,home_disc_yellow,home_disc_red,home_mom_win_streak,home_mom_loss_streak,home_mom_unbeaten_streak,home_eff_goal_conversion,home_eff_shot_accuracy,home_eff_goals_per_sot,home_eff_sot_conversion,home_dom_shots_diff,home_dom_sot_diff,home_dom_corners_diff,home_dom_goals_diff,home_trend_goals,home_trend_conceded,home_trend_shots,home_trend_sot,home_consist_goals_std,home_consist_conceded_std,home_consist_shots_std,home_consist_sot_std,home_consist_corners_std,home_consist_gd_std,home_ht_goals_scored_avg,home_ht_goals_conceded_avg,home_ht_win_rate,home_ht_draw_rate,away_atk_avg_goals,away_atk_avg_shots,away_atk_avg_sot,away_atk_avg_corners,away_def_avg_conceded,away_def_clean_sheet_rate,away_def_shots_faced,away_def_avg_fouls,away_def_avg_yellow,away_def_avg_red,away_disc_fouls,away_disc_yellow,away_disc_red,away_mom_win_streak,away_mom_loss_streak,away_mom_unbeaten_streak,away_eff_goal_conversion,away_eff_shot_accuracy,away_eff_goals_per_sot,away_eff_sot_conversion,away_dom_shots_diff,away_dom_sot_diff,away_dom_corners_diff,away_dom_goals_diff,away_trend_goals,away_trend_conceded,away_trend_shots,away_trend_sot,away_consist_goals_std,away_consist_conceded_std,away_consist_shots_std,away_consist_sot_std,away_consist_corners_std,away_consist_gd_std,away_ht_goals_scored_avg,away_ht_goals_conceded_avg,away_ht_win_rate,away_ht_draw_rate,home_team_fd_home_opp_win_rate,home_team_fd_home_opp_avg_gd,home_team_fd_home_opp_avg_points,away_team_fd_away_opp_win_rate,away_team_fd_away_opp_avg_gd,away_team_fd_away_opp_avg_points,home_team_venue_mom_home_unbeaten,home_team_venue_mom_home_winning,home_team_venue_mom_home_scoring,away_team_venue_mom_away_unbeaten,away_team_venue_mom_away_winning,away_team_venue_mom_away_scoring,home_team_win_pct,home_team_ppm,away_team_win_pct,away_team_ppm,home_team_cs_rate,away_team_cs_rate,home_elo,away_elo,elo_diff,home_xg_proxy,away_xg_proxy,xg_proxy_diff,diff_form_points_3,diff_form_goals_scored_3,diff_form_avg_shots_3,diff_form_avg_sot_3,diff_form_goal_diff_3,diff_form_points_5,diff_form_goals_scored_5,diff_form_avg_shots_5,diff_form_avg_sot_5,diff_form_goal_diff_5,diff_form_points_10,diff_form_goals_scored_10,diff_form_avg_shots_10,diff_form_avg_sot_10,diff_form_goal_diff_10,home_advantage_index,home_team,away_team,date,ftr,ftr_encoded,season
1,1,1,4,5,7,-2,1.6666666666666667,11.0,3.0,1,1,3,4,7,13,-6,1.4,8.8,2.6,2,2,6,8,11,22,-11,1.1,10.9,3.1,1,0,2,3,3,7,-4,1.0,14.666666666666666,4.333333333333333,1,0,4,3,3,12,-9,0.6,13.8,4.4,3,1,6,10,11,22,-11,1.1,12.0,4.5,0.3,1.2,1.7,11.9,4.8,0.2,1.0,2.5,12.3,4.4,0,2,4,7,17,-10,4.0,1.1666666666666667,2.8333333333333335,24.666666666666668,9.333333333333334,-0.3333333333333333,1.1,10.9,3.1,4.8,2.2,0.1,15.2,8.4,1.3,0.0,8.4,1.3,0.0,1,0,2,0.10091743119266056,0.28440366972477066,0.3548387096774194,0.28440366972477066,-4.3,-2.1,-1.6,-1.1,0.3,-0.4,1.7000000000000002,0.39999999999999974,0.7378647873726218,1.2292725943057183,4.771442828607157,0.9944289260117533,2.780887148615228,1.5951314818673865,0.5,0.9,0.2,0.4,1.1,12.0,4.5,4.6,2.2,0.1,14.4,10.2,2.4,0.0,10.2,2.4,0.0,1,0,1,0.09166666666666666,0.375,0.24444444444444444,0.375,-2.4,-0.6,-1.7,-1.1,0.4,-0.30000000000000016,-0.1000000000000004,-0.2000000000000007,1.1972189997378648,1.4757295747452437,5.374838498865699,2.0138409955990952,2.065591117977289,2.4244128727957572,0.5,1.3,0.3,0.1,0.4056043389077348,0.01885287563496608,1.4310430954186217,0.4039447962716536,0.10049798372931892,1.4455944945893973,1,0,4,0,0,0,0.23333333333333334,1.0,0.4,1.4666666666666666,0.3,0.0,1447.6777759339654,1559.123385369202,-111.44560943523652,0.31000000000000005,0.45,-0.13999999999999996,1,2,-3.666666666666666,-1.333333333333333,2,1,4,-5.0,-1.8000000000000003,3,-2,0,-1.0999999999999996,-1.4,0,0.8,Southampton,Manchester United,2022-08-27,A,2,2022-2023
0,2,1,2,4,5,-1,1.3333333333333333,17.333333333333332,4.333333333333333,2,2,1,8,9,7,2,1.8,21.0,5.2,6,3,1,21,19,9,10,1.9,20.0,5.4,1,0,2,3,2,7,-5,0.6666666666666666,5.333333333333333,1.6666666666666667,2,0,3,6,5,10,-5,1.0,8.0,3.0,3,1,6,10,13,22,-9,1.3,9.3,2.8,0.8,2.5,0.4,22.3,6.6,0.1,0.8,2.5,7.9,2.9,2,0,0,5,1,4,3.0,2.5,0.5,22.0,8.5,1.0,1.9,20.0,5.4,7.3,0.9,0.3,7.1,8.1,1.3,0.1,8.1,1.3,0.1,0,1,0,0.095,0.27,0.35185185185185186,0.27,12.9,2.6,4.7,1.0,-0.40000000000000036,0.19999999999999996,-1.9000000000000032,-0.40000000000000047,0.9944289260117533,0.7378647873726218,5.497474167490214,2.118699810942761,3.4009802508492557,1.4142135623730951,0.6,0.6,0.2,0.5,1.3,9.3,2.8,5.0,2.2,0.2,13.8,11.5,1.9,0.0,11.5,1.9,0.0,0,2,0,0.13978494623655913,0.3010752688172043,0.4642857142857143,0.3010752688172043,-4.5,-2.6,-1.0,-0.9,-0.30000000000000027,0.4999999999999998,-1.9999999999999998,-0.9999999999999999,1.4181364924121764,1.7511900715418263,3.622460796505909,1.8135294011647258,3.197221015541813,2.514402955419481,0.4,1.5,0.2,0.1,0.36058932050062403,-0.14201367306035312,1.3098883416929286,0.46071083498829496,0.3682434839265503,1.603224155202416,20,0,20,0,0,0,0.7333333333333333,2.4,0.2,0.7,0.6,0.0,1706.4334831496233,1421.1914058837688,285.2420772658545,0.54,0.27999999999999997,0.26000000000000006,-1,2,12.0,2.666666666666666,4,2,4,13.0,2.2,7,11,6,10.7,2.6000000000000005,19,2.1,Liverpool,Bournemouth,2022-08-27,H,0,2022-2023
1,1,1,4,4,4,0,1.3333333333333333,13.333333333333334,4.0,1,1,3,4,6,12,-6,1.2,11.4,3.2,1,2,7,5,10,23,-13,1.0,11.7,3.3,1,1,1,4,4,6,-2,1.3333333333333333,12.333333333333334,3.0,3,1,1,10,7,7,0,1.4,14.2,4.6,4,4,2,16,14,12,2,1.4,16.5,5.1,0.3,1.1,1.7,12.9,5.0,0.6,2.0,0.7,15.8,5.6,1,3,2,8,17,-9,4.166666666666667,1.3333333333333333,2.8333333333333335,21.5,8.0,-0.3333333333333333,1.0,11.7,3.3,4.7,2.3,0.0,14.0,8.2,1.1,0.0,8.2,1.1,0.0,0,1,0,0.08547008547008547,0.28205128205128205,0.30303030303030304,0.28205128205128205,-2.3,-1.9,-1.2,-1.3,-0.09999999999999991,-0.9000000000000004,1.899999999999999,0.6999999999999997,0.816496580927726,1.0593499054713802,5.078276172963508,1.1595018087284057,2.7507574714370344,1.4181364924121764,0.4,0.9,0.1,0.5,1.4,16.5,5.1,7.3,1.2,0.2,9.1,11.2,1.8,0.2,11.2,1.8,0.2,1,0,1,0.08484848484848485,0.3090909090909091,0.27450980392156865,0.3090909090909091,7.4,1.6,3.7,0.2,-0.10000000000000024,0.3,-2.5,-1.3000000000000016,0.9660917830792959,0.9189365834726815,4.006938426723769,1.7919573407620815,3.7727090178455764,1.5491933384829668,0.5,0.3,0.4,0.5,0.38101860717914604,-0.09638347531567058,1.3752869468053304,0.3193426748583062,-0.36477093487898327,1.2115483609816549,0,0,0,0,0,0,0.23333333333333334,1.0,0.4666666666666667,1.7333333333333334,0.3,0.5,1440.7797719646621,1619.8377940958355,-179.0580221311734,0.33,0.51,-0.18,0,0,1.0,1.0,2,-6,-1,-2.799999999999999,-1.3999999999999995,-6,-11,-4,-4.800000000000001,-1.7999999999999998,-15,0.3125,Southampton,Chelsea,2022-08-30,H,0,2022-2023
3,0,0,9,9,3,6,3.0,18.333333333333332,7.0,5,0,0,15,16,4,12,3.2,18.2,6.4,8,0,2,24,23,12,11,2.3,15.6,6.1,1,0,2,3,3,5,-2,1.0,11.333333333333334,4.0,1,0,4,3,5,10,-5,1.0,10.6,3.2,3,2,5,11,13,15,-2,1.3,13.0,4.6,0.8,2.3,1.2,20.0,6.7,0.3,1.3,1.4,11.8,4.5,3,3,0,7,8,-1,2.5,1.1666666666666667,1.3333333333333333,25.666666666666668,12.166666666666666,0.0,2.3,15.6,6.1,6.2,1.2,0.2,9.6,10.4,1.9,0.1,10.4,1.9,0.1,5,0,5,0.14743589743589744,0.391025641025641,0.3770491803278688,0.391025641025641,6.0,3.1,2.4,1.1,-0.5000000000000007,-1.0097476089672595e-16,-0.40000000000000246,0.19999999999999918,1.5670212364724212,0.9189365834726815,5.719362823873924,2.6012817353502227,3.32665998663324,2.1317702607092643,1.2,0.5,0.6,0.3,1.3,13.0,4.6,3.9,1.5,0.1,13.6,11.9,1.8,0.0,11.9,1.8,0.0,0,2,0,0.1,0.35384615384615387,0.2826086956521739,0.35384615384615387,-0.6,-0.1,-1.4,-0.2,-0.30000000000000027,-0.3000000000000004,0.7999999999999988,0.5,0.9486832980505138,0.97182531580755,5.41602560309064,2.2211108331943574,3.573047252229764,1.4757295747452437,0.7,0.4,0.4,0.4,0.38413744735779315,0.05457274026561197,1.40895582570212,0.36529283644205146,-0.04179991004904505,1.3415247330209883,5,5,6,0,0,1,0.6666666666666666,2.033333333333333,0.3333333333333333,1.1666666666666667,0.1,0.3,1616.9176162876317,1455.1200989293513,161.7975173582804,0.61,0.45999999999999996,0.15000000000000002,6,6,6.999999999999998,3.0,8,12,11,7.6,3.2,17,13,10,2.5999999999999996,1.5,13,2.1818181818181817,Arsenal,Aston Villa,2022-08-31,H,0,2022-2023
2,1,0,7,11,5,6,3.6666666666666665,19.333333333333332,7.333333333333333,4,1,0,13,16,7,9,3.2,19.2,5.8,8,2,0,26,37,11,26,3.7,20.4,6.5,1,1,1,4,2,3,-1,0.6666666666666666,14.666666666666666,4.0,1,1,2,4,2,5,-3,0.5,12.25,3.0,1,1,2,4,2,5,-3,0.5,12.25,3.0,0.8,3.4,1.1,19.1,6.5,0.0,0.5,1.5,9.5,2.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,20.4,6.5,7.5,1.1,0.4,5.9,7.2,1.0,0.0,7.2,1.0,0.0,1,0,10,0.18137254901960784,0.31862745098039214,0.5692307692307692,0.31862745098039214,14.5,4.1,4.7,2.6,0.2999999999999997,0.2999999999999999,-0.5000000000000031,0.8,1.1595018087284057,1.1005049346146119,4.671426144361294,2.3687784005919825,3.5039660069381067,1.837873166945363,1.4,0.9,0.6,0.0,0.5,12.25,3.0,3.75,1.25,0.25,19.75,11.0,3.75,0.0,11.0,3.75,0.0,0,1,0,0.04081632653061224,0.24489795918367346,0.16666666666666666,0.24489795918367346,-7.5,-4.5,-2.5,-0.75,0.0,0.0,0.0,0.0,0.5773502691896257,0.9574271077563381,5.123475382979799,2.943920288775949,2.6299556396765835,1.5,0.25,0.25,0.25,0.5,0.3571165862868557,-0.08959501845295414,1.3131986961362963,0.33461887477313973,-0.40063520871143377,1.2388838475499093,8,6,16,1,0,1,0.8,2.566666666666667,0.25,1.0,0.4,0.0,1751.2821150270338,1493.1508983020346,258.13121672499915,0.65,0.30000000000000004,0.35,3,9,4.666666666666666,3.333333333333333,7,9,14,6.949999999999999,2.8,12,22,35,8.149999999999999,3.5,29,6.5,Manchester City,Nottingham Forest,2022-08-31,H,0,2022-2023
1,1,1,4,11,3,8,3.6666666666666665,20.0,7.0,2,2,1,8,16,6,10,3.2,20.0,6.6,6,3,1,21,24,9,15,2.4,20.5,6.1,0,3,0,3,4,4,0,1.3333333333333333,12.333333333333334,4.333333333333333,2,3,0,9,8,5,3,1.6,13.6,5.8,5,3,2,18,14,11,3,1.4,12.1,4.9,0.8,3.2,0.4,22.0,6.7,0.4,1.1,1.5,11.9,4.7,4,0,2,11,4,7,2.5,1.8333333333333333,0.6666666666666666,24.833333333333332,10.0,0.6666666666666666,2.4,20.5,6.1,7.1,0.9,0.3,7.4,8.4,1.2,0.1,8.4,1.2,0.1,1,0,1,0.11707317073170732,0.2975609756097561,0.39344262295081966,0.2975609756097561,13.1,3.2,4.6,1.5,1.0999999999999999,-0.20000000000000023,-1.400000000000002,0.8999999999999999,2.412928142780514,0.7378647873726218,5.104464277037851,2.960855732160327,3.2812599206199238,2.798809270624444,0.9,0.6,0.2,0.5,1.4,12.1,4.9,5.3,1.1,0.5,13.2,10.4,1.5,0.0,10.4,1.5,0.0,0,0,6,0.11570247933884298,0.4049586776859504,0.2857142857142857,0.4049586776859504,-1.1,-0.2,-0.1,0.3,-0.10000000000000016,0.29999999999999993,1.4999999999999993,-0.4,1.1737877907772674,1.66332999331662,6.573515886579352,2.6436506745197805,4.808557187163549,2.213594362117866,0.6,0.5,0.4,0.3,0.3381045644030631,-0.25789273810100355,1.2397155774652862,0.3706451669309875,-0.046719694605231996,1.3454182008279145,20,1,20,3,0,1,0.7333333333333333,2.4,0.4666666666666667,1.6333333333333333,0.6,0.3,1709.677384981183,1533.4914734202828,176.1859115609002,0.61,0.49000000000000005,0.11999999999999994,1,7,7.666666666666666,2.666666666666667,8,-1,8,6.4,0.7999999999999998,7,3,10,8.4,1.1999999999999993,12,1.1666666666666667,Liverpool,Newcastle,2022-08-31,H,0,2022-2023
0,0,3,0,4,8,-4,1.3333333333333333,9.666666666666666,2.6666666666666665,1,1,3,4,10,11,-1,2.0,11.0,3.8,3,2,5,11,21,18,3,2.1,11.2,4.6,2,0,1,6,3,5,-2,1.0,12.666666666666666,4.666666666666667,2,0,3,6,4,8,-4,0.8,13.0,4.6,3,1,6,10,9,20,-11,0.9,11.1,4.2,0.5,1.8,1.1,11.7,4.4,0.2,0.8,2.4,12.1,4.5,2,2,2,9,9,0,3.0,1.5,1.5,22.833333333333332,8.0,0.0,2.1,11.2,4.6,4.5,1.8,0.1,11.5,8.5,1.3,0.0,8.5,1.3,0.0,0,3,0,0.1875,0.4107142857142857,0.45652173913043476,0.4107142857142857,-0.3,0.0,-0.1,0.3,-0.7000000000000005,0.19999999999999982,0.19999999999999848,-0.6000000000000005,1.449137674618944,1.1352924243950933,5.884065110297661,2.9514591494904874,3.5668224265054493,2.2135943621178655,0.5,0.7,0.2,0.5,0.9,11.1,4.2,4.3,2.0,0.2,14.6,10.9,2.7,0.0,10.9,2.7,0.0,2,0,2,0.08108108108108109,0.3783783783783784,0.21428571428571427,0.3783783783783784,-3.5,-1.0,-1.8,-1.1,0.3000000000000001,-0.30000000000000027,-0.30000000000000193,0.2999999999999997,0.9944289260117533,1.632993161855452,4.581363212940978,1.3984117975602022,2.0575065816014617,2.4244128727957572,0.3,1.2,0.2,0.2,0.31399571253330766,-0.4104516662191198,1.1540490682691193,0.40699729932415674,0.09549187872321394,1.4548741038690065,0,0,5,1,1,1,0.3333333333333333,1.2666666666666666,0.43333333333333335,1.5666666666666667,0.3,0.1,1502.2203422070775,1566.0213893385053,-63.80104713142782,0.45999999999999996,0.42000000000000004,0.039999999999999925,-6,1,-3.0,-2.0000000000000004,-2,-2,6,-2.0,-0.7999999999999998,3,1,12,0.09999999999999964,0.39999999999999947,14,1.1,Leicester,Manchester United,2022-09-01,A,2,2022-2023
1,0,2,3,3,6,-3,1.0,10.333333333333334,3.3333333333333335,2,1,2,7,6,8,-2,1.2,12.4,3.8,4,3,3,15,14,13,1,1.4,15.4,4.9,1,1,1,4,2,3,-1,0.6666666666666666,11.333333333333334,3.0,1,1,3,4,2,6,-4,0.4,11.8,3.0,2,2,6,8,10,14,-4,1.0,9.9,2.9,0.5,1.6,1.5,16.2,5.2,0.2,0.9,1.4,9.0,2.7,3,3,0,9,7,2,2.6666666666666665,1.5,1.1666666666666667,26.0,7.666666666666667,0.0,1.4,15.4,4.9,6.7,1.3,0.2,9.4,11.0,1.8,0.2,11.0,1.8,0.2,0,1,0,0.09090909090909091,0.3181818181818182,0.2857142857142857,0.3181818181818182,6.0,1.0,2.8,0.1,-4.8374234447508063e-17,0.30000000000000004,-1.9000000000000024,-0.4000000000000007,0.9660917830792959,0.9486832980505138,4.141926551202418,1.7919573407620815,3.9454615277134146,1.5951314818673865,0.6,0.5,0.4,0.4,1.0,9.9,2.9,3.7,1.4,0.2,15.6,9.1,1.2,0.1,9.1,1.2,0.1,0,0,2,0.10101010101010101,0.29292929292929293,0.3448275862068966,0.29292929292929293,-5.7,-1.7,-1.7,-0.4,0.3000000000000001,-0.3,0.3999999999999985,0.2999999999999999,1.247219128924647,0.9660917830792959,4.532597979574677,1.3703203194062976,2.057506581601462,1.837873166945363,0.7,0.5,0.3,0.3,0.385716527281908,0.026897805061575054,1.3812002007567896,0.400839277228903,0.13441227501510583,1.4052255721237579,6,1,18,1,1,1,0.4666666666666667,1.7,0.3333333333333333,1.2333333333333334,0.3,0.2,1605.0966041711822,1513.0625015583062,92.03410261287604,0.49000000000000005,0.29,0.20000000000000007,-1,1,-1.0,0.3333333333333335,-2,3,4,0.5999999999999996,0.7999999999999998,2,7,4,5.5,2.0000000000000004,5,1.875,Chelsea,West Ham,2022-09-03,H,0,2022-2023
0,0,3,0,2,6,-4,0.6666666666666666,8.666666666666666,3.6666666666666665,1,0,4,3,4,9,-5,0.8,10.6,3.4,2,2,6,8,12,17,-5,1.2,11.3,4.3,2,1,0,7,13,5,8,4.333333333333333,18.666666666666668,8.0,4,1,0,13,19,5,14,3.8,17.8,6.6,8,2,0,26,38,10,28,3.8,20.0,6.6,0.3,1.1,1.2,13.7,4.9,0.6,2.4,0.7,19.2,6.3,0,6,0,5,18,-13,3.8333333333333335,0.8333333333333334,3.0,29.833333333333332,14.166666666666666,-1.0,1.2,11.3,4.3,4.0,1.7,0.0,14.9,11.7,1.7,0.0,11.7,1.7,0.0,0,3,0,0.10619469026548672,0.3805309734513274,0.27906976744186046,0.3805309734513274,-3.6,-1.0,-2.0,-0.5,-8.070495441509889e-17,-1.9765793953991556e-16,-2.500000000000001,0.09999999999999973,0.9189365834726815,0.8232726023485646,5.2925524193068805,2.2135943621178655,3.5276684147527875,1.2692955176439846,0.6,0.5,0.3,0.4,3.8,20.0,6.6,7.4,1.0,0.5,6.2,7.2,0.9,0.0,7.2,0.9,0.0,2,0,10,0.19,0.33,0.5757575757575758,0.33,13.8,4.3,4.9,2.8,0.7999999999999998,0.2,0.499999999999999,1.2,1.3165611772087666,1.1547005383792515,4.784233364802441,2.4585451886114367,3.4058772731852804,2.0976176963403033,1.4,0.8,0.6,0.0,0.3645697530198428,-0.13936277502567074,1.317250139556887,0.3261444088224456,-0.34041098210418647,1.216806462928992,0,0,0,20,0,6,0.3,1.0666666666666667,0.8,2.566666666666667,0.2,0.6,1449.467207994627,1754.972804872922,-305.50559687829514,0.43,0.66,-0.23000000000000004,-7,-11,-10.000000000000002,-4.333333333333334,-12,-10,-15,-7.200000000000001,-3.1999999999999997,-19,-18,-26,-8.7,-2.3,-33,0.3076923076923077,Aston Villa,Manchester City,2022-09-03,D,1,2022-2023
0,3,0,3,3,3,0,1.0,13.333333333333334,5.666666666666667,0,3,2,3,4,6,-2,0.8,12.6,5.0,2,4,4,10,12,17,-5,1.2,11.7,4.7,2,0,1,6,12,3,9,4.0,19.666666666666668,7.666666666666667,2,2,1,8,15,6,9,3.0,18.8,6.2,6,3,1,21,24,10,14,2.4,21.0,6.3,0.4,1.0,1.0,10.1,4.0,0.7,1.8,0.9,15.3,5.7,1,3,2,7,13,-6,3.3333333333333335,1.1666666666666667,2.1666666666666665,25.0,10.333333333333334,-0.3333333333333333,1.2,11.7,4.7,5.0,1.7,0.1,14.7,8.8,1.7,0.2,8.8,1.7,0.2,0,0,3,0.10256410256410256,0.4017094017094017,0.2553191489361702,0.4017094017094017,-3.0,-0.8,-1.7,-0.5,0.19999999999999998,-0.10000000000000012,-0.30000000000000093,-0.10000000000000035,0.9189365834726815,1.4181364924121764,4.24394994210713,1.9465068427541912,3.496029493900505,1.4337208778404378,0.7,0.8,0.4,0.2,2.4,21.0,6.3,7.1,1.0,0.2,7.0,8.5,1.0,0.1,8.5,1.0,0.1,2,0,2,0.11428571428571428,0.3,0.38095238095238093,0.3,14.0,3.3,4.7,1.4,0.7999999999999999,-0.3,1.8999999999999988,1.1999999999999997,2.412928142780514,0.6666666666666666,5.0771820705759385,2.869378562220979,3.2812599206199238,2.796823595120404,0.9,0.7,0.2,0.4,0.43674294202231173,0.29460884244675095,1.5223495526016775,0.3571471845496227,-0.04497011848033247,1.3344814560470468,1,0,1,0,0,11,0.23333333333333334,0.9,0.7333333333333333,2.4,0.3,0.4,1447.6731993509673,1715.000529337378,-267.32732998641086,0.47000000000000003,0.63,-0.15999999999999998,-3,-9,-6.333333333333334,-2.0,-9,-5,-11,-6.200000000000001,-1.2000000000000002,-11,-11,-12,-9.3,-1.5999999999999996,-19,0.47619047619047616,Everton,Liverpool,2022-09-03,D,1,2022-2023
3,0,0,9,4,1,3,1.3333333333333333,10.666666666666666,4.0,3,0,2,9,5,7,-2,1.0,12.8,4.2,4,1,5,13,10,16,-6,1.0,11.8,4.3,3,0,0,9,7,2,5,2.3333333333333335,19.333333333333332,7.666666666666667,5,0,0,15,13,4,9,2.6,17.4,6.4,8,0,2,24,22,12,10,2.2,16.4,6.3,0.5,1.7,1.0,13.8,5.5,0.6,1.5,1.4,13.1,4.1,1,3,2,5,9,-4,2.3333333333333335,0.8333333333333334,1.5,25.166666666666668,9.833333333333334,-0.3333333333333333,1.0,11.8,4.3,4.4,1.6,0.3,14.2,11.8,2.8,0.0,11.8,2.8,0.0,3,0,3,0.0847457627118644,0.3644067796610169,0.23255813953488372,0.3644067796610169,-2.4,-0.6,-0.8,-0.6,0.09999999999999998,-0.8000000000000004,-2.000000000000002,-0.40000000000000063,0.9428090415820634,1.577621275493231,3.4253953543107007,1.1595018087284057,1.9550504398153572,2.270584848790187,0.4,1.0,0.3,0.2,2.2,16.4,6.3,7.1,1.2,0.2,8.6,10.5,1.8,0.1,10.5,1.8,0.1,6,0,6,0.13414634146341464,0.38414634146341464,0.3492063492063492,0.38414634146341464,7.8,3.5,3.7,1.0,-0.20000000000000023,0.09999999999999995,2.6999999999999975,1.4999999999999996,1.5491933384829668,0.9189365834726815,6.022181221672648,2.7507574714370344,2.960855732160327,2.1081851067789197,1.1,0.4,0.6,0.3,0.36871224971619004,-0.03285795584831861,1.3492908149602503,0.3429126304747047,-0.19500994298027796,1.2610578542567095,1,1,7,2,2,2,0.4666666666666667,1.6333333333333333,0.6666666666666666,2.033333333333333,0.3,0.3,1574.2054143189735,1622.5705072223561,-48.365092903382674,0.43,0.63,-0.2,0,-3,-8.666666666666666,-3.666666666666667,-2,-6,-8,-4.599999999999998,-2.2,-11,-11,-12,-4.599999999999998,-2.0,-16,0.5416666666666666,Manchester United,Arsenal,2022-09-04,H,0,2022-2023
1,2,0,5,2,1,1,0.6666666666666666,11.333333333333334,3.3333333333333335,1,3,1,6,2,2,0,0.4,12.2,2.8,1,5,4,8,8,15,-7,0.8,12.1,3.6,2,1,0,7,11,3,8,3.6666666666666665,16.0,6.0,3,2,0,11,18,6,12,3.6,17.6,7.0,7,3,0,24,35,11,24,3.5,19.4,6.4,0.3,1.2,1.6,10.6,3.8,0.6,2.4,0.7,18.5,6.2,2,4,0,8,15,-7,3.8333333333333335,1.3333333333333333,2.5,25.5,9.833333333333334,-0.3333333333333333,0.8,12.1,3.6,4.6,1.5,0.3,14.5,7.7,1.5,0.0,7.7,1.5,0.0,1,0,3,0.06611570247933884,0.2975206611570248,0.2222222222222222,0.2975206611570248,-2.4,-0.5,-1.1,-0.7,0.19999999999999998,-0.10000000000000003,-0.3000000000000006,0.2999999999999999,0.6324555320336759,1.5811388300841898,5.065131346328104,1.429840705968481,1.0749676997731399,1.4181364924121764,0.5,0.6,0.2,0.6,3.5,19.4,6.4,7.2,1.1,0.4,5.8,7.5,0.7,0.0,7.5,0.7,0.0,0,0,10,0.18041237113402062,0.32989690721649484,0.546875,0.32989690721649484,13.6,4.2,4.9,2.4,-0.30000000000000027,-0.10000000000000024,-1.6000000000000014,-0.7000000000000005,1.5811388300841898,1.1005049346146119,5.274677451960662,2.590581230363393,3.5527766918597945,2.2211108331943574,1.3,0.8,0.5,0.1,0.30477020729865584,-0.3377800922929932,1.154408160366461,0.3259278273444936,-0.32140379159911847,1.21009243711248,4,1,2,20,0,7,0.3333333333333333,1.2,0.7666666666666667,2.5,0.3,0.6,1474.7485875433256,1747.912041017214,-273.16345347388847,0.36000000000000004,0.6400000000000001,-0.2800000000000001,-2,-9,-4.666666666666666,-2.6666666666666665,-7,-5,-16,-5.400000000000002,-4.2,-12,-16,-27,-7.299999999999999,-2.8000000000000003,-31,0.3333333333333333,Wolverhampton,Manchester City,2022-09-17,A,2,2022-2023
